Age,AgeGroup,Gender,MaritalStatus,Department,JobRole,JobLevel,JobSatisfaction,WorkLifeBalance,MonthlyIncome,YearsAtCompany,OverTime,RemoteWork,StockOptions,Attrition,AttritionBinary
36,35–44,Female,Married,Finance & Legal,Legal Counsel,1,2,3,10767,5,No,On-site,0,No,0
33,25–34,Female,Divorced,People & HR,HR Manager,1,2,3,9758,0,No,Hybrid,0,Yes,1
40,35–44,Female,Married,Engineering,Software Engineer,1,4,2,9342,3,No,Hybrid,1,No,0
24,Under 25,Male,Single,Finance & Legal,Financial Analyst,2,1,4,3510,3,No,Hybrid,1,No,0
36,35–44,Female,Single,Engineering,Data Scientist,3,4,3,19994,5,Yes,Remote,1,No,0
27,25–34,Female,Single,Engineering,Data Scientist,3,3,3,10016,7,No,Remote,2,No,0
39,35–44,Male,Single,Product & Design,Product Manager,3,3,2,11154,0,No,Hybrid,2,No,0
42,35–44,Male,Single,Engineering,Senior Engineer,3,2,3,14364,3,Yes,Remote,2,No,0
27,25–34,Female,Single,Product & Design,Product Analyst,3,4,2,11584,0,Yes,Hybrid,1,No,0
27,25–34,Female,Divorced,Sales & Marketing,Account Manager,1,4,3,9740,0,No,On-site,0,No,0
31,25–34,Male,Married,Sales & Marketing,Account Manager,2,4,3,11558,5,No,Hybrid,1,No,0
33,25–34,Non-binary,Married,Sales & Marketing,Sales Executive,3,4,4,4166,1,No,Hybrid,3,No,0
33,25–34,Female,Married,Finance & Legal,Legal Counsel,2,2,3,17372,3,Yes,On-site,2,No,0
30,25–34,Female,Single,Product & Design,Product Manager,4,2,4,9445,3,Yes,On-site,2,Yes,1
32,25–34,Female,Single,People & HR,HR Manager,4,3,1,5522,1,No,Remote,0,No,0
48,45+,Male,Single,Sales & Marketing,Marketing Specialist,3,2,4,9616,3,No,Hybrid,1,No,0
30,25–34,Male,Married,Sales & Marketing,Marketing Specialist,2,3,2,10954,2,No,Hybrid,2,No,0
28,25–34,Male,Married,Engineering,Software Engineer,2,4,3,12303,1,No,Remote,3,No,0
33,25–34,Male,Married,Sales & Marketing,Sales Executive,5,2,2,15130,0,Yes,Remote,3,No,0
32,25–34,Female,Married,People & HR,Recruiter,3,1,4,7417,13,Yes,Hybrid,1,No,0
24,Under 25,Female,Single,Product & Design,Product Manager,2,4,2,5511,0,No,On-site,0,No,0
29,25–34,Male,Single,People & HR,HR Specialist,1,4,1,9138,2,No,Remote,1,No,0
33,25–34,Male,Single,Product & Design,UX Designer,3,2,2,3998,1,No,Hybrid,3,Yes,1
35,35–44,Male,Single,Engineering,Senior Engineer,2,3,4,9857,0,No,On-site,1,Yes,1
31,25–34,Male,Married,Engineering,Software Engineer,2,4,3,16511,2,No,On-site,2,No,0
33,25–34,Male,Married,Engineering,Data Scientist,3,4,3,14260,6,No,Remote,1,No,0
29,25–34,Male,Single,Sales & Marketing,Account Manager,5,4,3,6029,0,No,Hybrid,1,No,0
29,25–34,Female,Single,Product & Design,Product Manager,3,4,4,12030,1,Yes,Remote,2,No,0
31,25–34,Male,Married,Sales & Marketing,Marketing Specialist,3,1,3,7329,7,No,Remote,1,No,0
24,Under 25,Female,Divorced,Engineering,Engineering Manager,2,1,2,11999,3,No,Hybrid,3,No,0
22,Under 25,Female,Married,Sales & Marketing,Account Manager,2,1,3,6766,10,No,On-site,0,Yes,1
22,Under 25,Non-binary,Married,Engineering,Senior Engineer,4,4,3,10277,0,No,Hybrid,1,No,0
23,Under 25,Female,Divorced,Finance & Legal,Financial Analyst,3,3,3,10815,12,No,Hybrid,2,Yes,1
40,35–44,Female,Single,Engineering,Software Engineer,1,3,3,7987,0,Yes,Remote,1,Yes,1
28,25–34,Male,Divorced,People & HR,HR Manager,4,1,3,5406,1,No,Remote,1,No,0
31,25–34,Female,Single,Product & Design,Product Analyst,2,3,3,15912,2,No,Remote,3,No,0
34,25–34,Male,Single,Engineering,Software Engineer,5,4,3,7626,1,No,On-site,2,No,0
41,35–44,Female,Divorced,Finance & Legal,Finance Manager,1,4,3,5903,3,No,On-site,2,No,0
44,35–44,Male,Single,Product & Design,Product Manager,1,2,3,5525,2,No,Hybrid,1,No,0
35,35–44,Male,Single,Sales & Marketing,Sales Executive,1,4,3,5782,5,No,Hybrid,0,No,0
28,25–34,Male,Divorced,Engineering,Engineering Manager,2,1,3,8529,0,Yes,Hybrid,1,No,0
22,Under 25,Female,Divorced,Finance & Legal,Financial Analyst,1,1,3,8521,0,No,Remote,1,No,0
36,35–44,Male,Single,Engineering,Data Scientist,3,4,3,8451,1,No,Remote,2,Yes,1
32,25–34,Male,Single,People & HR,Recruiter,3,4,4,16620,0,No,Hybrid,0,Yes,1
23,Under 25,Male,Married,Engineering,Data Scientist,2,4,3,11206,1,No,Hybrid,2,No,0
26,25–34,Female,Single,Engineering,DevOps,4,3,4,4039,9,No,On-site,2,No,0
22,Under 25,Female,Single,Product & Design,Product Analyst,1,2,1,13815,1,No,On-site,2,Yes,1
25,25–34,Male,Divorced,Sales & Marketing,Account Manager,4,2,2,9035,2,No,Hybrid,2,No,0
40,35–44,Male,Divorced,Sales & Marketing,Marketing Specialist,1,4,4,2692,6,Yes,Remote,1,No,0
39,35–44,Female,Single,Engineering,Engineering Manager,3,2,3,15409,7,Yes,On-site,0,No,0
33,25–34,Male,Single,Engineering,Engineering Manager,3,1,3,16046,6,No,Hybrid,1,No,0
28,25–34,Female,Single,Engineering,Senior Engineer,4,3,3,8871,0,No,Hybrid,1,No,0
32,25–34,Non-binary,Married,Engineering,Senior Engineer,2,3,2,8199,2,No,On-site,3,No,0
33,25–34,Male,Married,Sales & Marketing,Marketing Specialist,4,3,3,15360,17,No,Remote,1,No,0
22,Under 25,Female,Married,Engineering,Senior Engineer,4,4,4,19165,7,No,Remote,2,No,0
27,25–34,Male,Married,People & HR,HR Manager,1,3,3,6023,1,No,Hybrid,2,No,0
43,35–44,Male,Single,Engineering,DevOps,3,2,3,2000,8,Yes,On-site,2,No,0
23,Under 25,Male,Married,Engineering,Engineering Manager,2,2,2,20072,5,Yes,Hybrid,2,No,0
24,Under 25,Female,Married,Product & Design,Product Analyst,5,1,3,12387,1,No,Remote,0,Yes,1
32,25–34,Female,Single,Sales & Marketing,Account Manager,5,3,3,18355,5,No,Hybrid,0,No,0
31,25–34,Female,Married,People & HR,Recruiter,3,4,4,5374,1,No,Hybrid,3,No,0
33,25–34,Female,Single,Product & Design,Product Manager,5,3,4,9516,3,No,Remote,1,No,0
45,45+,Male,Married,Engineering,Data Scientist,4,3,2,8114,0,No,Remote,2,No,0
22,Under 25,Female,Married,Product & Design,UX Designer,2,3,3,2890,4,No,Hybrid,0,No,0
23,Under 25,Male,Single,Finance & Legal,Finance Manager,1,4,3,2000,0,Yes,Hybrid,2,No,0
22,Under 25,Male,Divorced,People & HR,Recruiter,3,2,3,2000,8,No,Hybrid,3,Yes,1
34,25–34,Male,Single,Product & Design,Product Manager,4,3,3,5485,3,No,Hybrid,3,No,0
45,45+,Female,Divorced,Sales & Marketing,Account Manager,3,4,3,10113,1,Yes,Remote,1,No,0
29,25–34,Female,Single,Product & Design,UX Designer,5,2,2,12284,0,No,Hybrid,1,No,0
31,25–34,Female,Married,Sales & Marketing,Account Manager,5,2,2,5413,0,No,Hybrid,1,No,0
23,Under 25,Male,Single,Engineering,Engineering Manager,2,2,2,7848,0,No,Remote,2,Yes,1
34,25–34,Male,Single,Product & Design,Product Manager,3,3,1,16973,2,No,On-site,0,Yes,1
32,25–34,Male,Married,Sales & Marketing,Sales Executive,2,3,3,7375,2,No,Remote,0,No,0
34,25–34,Male,Single,Engineering,Senior Engineer,5,3,3,16999,0,No,Remote,0,No,0
48,45+,Male,Single,Sales & Marketing,Account Manager,2,4,2,5795,3,No,On-site,0,Yes,1
22,Under 25,Non-binary,Married,Sales & Marketing,Account Manager,3,4,3,3828,0,No,Remote,0,Yes,1
36,35–44,Female,Single,Finance & Legal,Legal Counsel,1,4,3,7714,8,No,On-site,2,No,0
35,35–44,Male,Married,Sales & Marketing,Sales Executive,3,1,3,6337,6,No,Remote,0,No,0
22,Under 25,Male,Single,Sales & Marketing,Account Manager,5,2,2,2934,2,No,Remote,2,Yes,1
34,25–34,Male,Single,Sales & Marketing,Account Manager,3,1,3,10764,2,Yes,Remote,3,No,0
28,25–34,Female,Married,Sales & Marketing,Marketing Specialist,3,3,4,16778,13,Yes,Hybrid,2,No,0
30,25–34,Female,Married,Finance & Legal,Finance Manager,3,4,2,6141,1,Yes,Hybrid,1,Yes,1
32,25–34,Male,Divorced,Engineering,Software Engineer,3,2,1,7896,3,No,Hybrid,0,Yes,1
28,25–34,Male,Married,Finance & Legal,Financial Analyst,3,4,2,2000,6,No,Hybrid,1,Yes,1
22,Under 25,Male,Married,Engineering,Software Engineer,2,2,3,6001,0,No,Hybrid,0,No,0
31,25–34,Male,Married,Engineering,Software Engineer,2,1,3,14898,2,No,Hybrid,2,Yes,1
39,35–44,Female,Divorced,Engineering,DevOps,2,1,2,7799,0,Yes,On-site,0,Yes,1
36,35–44,Male,Divorced,Product & Design,Product Analyst,1,2,4,15799,1,No,Remote,0,Yes,1
31,25–34,Female,Single,Product & Design,Product Analyst,2,2,3,14477,2,Yes,Hybrid,1,Yes,1
29,25–34,Female,Single,Product & Design,Product Analyst,2,3,3,8462,1,Yes,Hybrid,0,Yes,1
32,25–34,Female,Married,Sales & Marketing,Account Manager,2,3,3,5170,3,No,Remote,1,No,0
38,35–44,Male,Single,Engineering,Data Scientist,3,1,3,7121,6,No,Remote,0,No,0
22,Under 25,Male,Single,Finance & Legal,Legal Counsel,2,3,2,11508,0,No,Hybrid,1,No,0
41,35–44,Male,Married,Product & Design,Product Manager,5,3,2,12209,6,No,Hybrid,0,No,0
25,25–34,Male,Single,Engineering,Data Scientist,2,4,3,9720,1,Yes,On-site,1,No,0
22,Under 25,Female,Married,Engineering,Engineering Manager,1,1,2,20925,5,Yes,Remote,1,Yes,1
39,35–44,Non-binary,Single,Sales & Marketing,Sales Executive,3,3,3,2000,1,No,Hybrid,1,No,0
41,35–44,Female,Single,Engineering,Senior Engineer,2,3,3,7560,3,No,Remote,3,No,0
22,Under 25,Female,Divorced,Sales & Marketing,Account Manager,2,3,2,19291,1,No,Hybrid,1,No,0
27,25–34,Male,Married,Finance & Legal,Finance Manager,1,3,2,7004,1,Yes,Hybrid,0,No,0
31,25–34,Male,Single,Product & Design,UX Designer,3,4,3,2000,2,Yes,Hybrid,3,No,0
31,25–34,Male,Single,Sales & Marketing,Sales Executive,1,3,3,3810,0,No,Hybrid,0,No,0
27,25–34,Male,Divorced,Engineering,Software Engineer,4,1,4,11095,3,No,On-site,2,No,0
32,25–34,Male,Married,Sales & Marketing,Account Manager,2,3,3,2000,5,No,Remote,1,Yes,1
31,25–34,Female,Single,Sales & Marketing,Sales Executive,1,2,4,15403,4,No,Hybrid,1,No,0
36,35–44,Male,Single,Product & Design,Product Manager,3,4,3,4558,2,Yes,Hybrid,2,No,0
38,35–44,Male,Married,Engineering,Senior Engineer,2,2,4,5813,1,No,Hybrid,0,Yes,1
22,Under 25,Male,Single,Sales & Marketing,Sales Executive,2,4,3,2000,0,No,Hybrid,3,Yes,1
40,35–44,Male,Single,Sales & Marketing,Marketing Specialist,1,4,3,6419,0,No,On-site,0,Yes,1
34,25–34,Female,Single,People & HR,HR Manager,1,4,3,4375,0,Yes,Hybrid,1,No,0
22,Under 25,Male,Married,Finance & Legal,Finance Manager,2,3,2,8700,3,No,Remote,1,Yes,1
34,25–34,Male,Single,Engineering,Senior Engineer,4,4,4,8146,1,No,Hybrid,3,No,0
36,35–44,Female,Single,Engineering,Engineering Manager,1,4,4,5684,0,No,Hybrid,1,No,0
22,Under 25,Female,Married,Engineering,Data Scientist,2,3,3,9711,3,No,Remote,2,No,0
23,Under 25,Female,Single,Sales & Marketing,Marketing Specialist,2,4,4,8655,1,No,Remote,1,No,0
35,35–44,Male,Single,Engineering,DevOps,4,4,2,12366,2,No,Hybrid,2,No,0
30,25–34,Male,Married,Sales & Marketing,Account Manager,4,3,3,13152,5,No,On-site,2,No,0
35,35–44,Female,Single,Product & Design,Product Analyst,3,1,2,12970,0,No,Hybrid,0,No,0
30,25–34,Male,Single,Engineering,DevOps,3,2,3,2000,1,Yes,Remote,1,Yes,1
33,25–34,Non-binary,Single,Sales & Marketing,Account Manager,4,3,3,5311,3,No,Hybrid,2,No,0
38,35–44,Female,Single,Sales & Marketing,Marketing Specialist,2,3,3,7350,3,No,Hybrid,3,No,0
32,25–34,Male,Single,Engineering,DevOps,5,3,4,13160,3,Yes,Hybrid,1,No,0
31,25–34,Male,Divorced,Sales & Marketing,Account Manager,4,2,3,9174,5,No,Hybrid,1,No,0
41,35–44,Male,Single,Sales & Marketing,Account Manager,3,3,3,7720,0,No,Hybrid,2,No,0
40,35–44,Male,Single,Engineering,DevOps,1,3,3,3326,0,No,Hybrid,0,Yes,1
31,25–34,Male,Married,Engineering,DevOps,5,2,2,12647,0,No,Hybrid,0,No,0
42,35–44,Female,Single,Sales & Marketing,Marketing Specialist,3,3,4,24057,2,No,Hybrid,1,No,0
37,35–44,Male,Married,Engineering,Senior Engineer,2,3,3,19000,4,Yes,Hybrid,0,No,0
22,Under 25,Male,Divorced,Engineering,Software Engineer,4,3,3,12749,2,No,Remote,2,No,0
31,25–34,Male,Single,Engineering,Senior Engineer,2,3,3,8443,1,Yes,Remote,3,No,0
28,25–34,Female,Married,Product & Design,Product Analyst,5,4,4,5535,3,No,On-site,0,No,0
42,35–44,Female,Married,Finance & Legal,Finance Manager,4,2,3,7510,1,No,Remote,2,No,0
39,35–44,Female,Married,Product & Design,Product Analyst,3,2,4,5025,1,No,On-site,3,No,0
24,Under 25,Female,Married,People & HR,Recruiter,3,3,4,9114,5,No,Hybrid,2,No,0
33,25–34,Male,Single,People & HR,Recruiter,3,4,3,8782,2,No,Hybrid,0,No,0
34,25–34,Male,Divorced,Product & Design,UX Designer,4,4,4,13393,2,No,Remote,2,No,0
22,Under 25,Female,Single,Engineering,DevOps,3,4,3,9294,6,No,Hybrid,2,No,0
29,25–34,Male,Married,Engineering,Engineering Manager,4,3,1,12138,0,No,On-site,2,No,0
26,25–34,Male,Married,Sales & Marketing,Sales Executive,1,2,2,10581,1,Yes,Remote,0,Yes,1
22,Under 25,Female,Married,People & HR,HR Manager,2,4,3,8682,7,No,On-site,1,Yes,1
22,Under 25,Female,Single,Product & Design,Product Analyst,1,3,4,16318,1,No,Remote,2,No,0
41,35–44,Female,Single,Product & Design,Product Analyst,3,4,1,8384,6,No,Hybrid,3,No,0
36,35–44,Male,Single,Product & Design,UX Designer,2,3,4,10283,3,No,Hybrid,2,No,0
40,35–44,Non-binary,Married,Product & Design,UX Designer,5,4,3,8645,9,No,On-site,0,No,0
27,25–34,Male,Single,People & HR,HR Manager,2,4,3,8057,4,No,Remote,2,No,0
42,35–44,Female,Married,Product & Design,UX Designer,5,4,3,2635,0,No,Hybrid,1,No,0
22,Under 25,Male,Married,Sales & Marketing,Account Manager,2,3,2,11969,1,Yes,Hybrid,0,No,0
40,35–44,Non-binary,Single,Engineering,Senior Engineer,2,4,2,11861,2,Yes,Remote,0,No,0
36,35–44,Female,Single,Engineering,Software Engineer,2,2,2,15005,2,Yes,Remote,0,Yes,1
31,25–34,Female,Married,Engineering,Data Scientist,1,3,3,3792,4,Yes,Remote,0,Yes,1
23,Under 25,Male,Single,Sales & Marketing,Sales Executive,2,4,3,17124,1,No,On-site,1,No,0
34,25–34,Female,Single,Product & Design,Product Analyst,2,3,4,11147,0,No,Hybrid,0,No,0
29,25–34,Female,Married,Sales & Marketing,Sales Executive,3,4,3,3140,1,No,Remote,2,No,0
27,25–34,Male,Single,Engineering,DevOps,1,1,3,4348,4,No,Remote,1,Yes,1
23,Under 25,Male,Married,Finance & Legal,Legal Counsel,1,3,4,12578,4,No,Hybrid,0,Yes,1
36,35–44,Female,Married,Sales & Marketing,Account Manager,2,2,3,8224,3,No,On-site,1,Yes,1
26,25–34,Male,Single,Finance & Legal,Legal Counsel,2,2,3,8765,0,No,Remote,1,No,0
46,45+,Male,Married,Engineering,DevOps,1,4,2,6968,2,No,On-site,1,No,0
31,25–34,Male,Single,Engineering,Software Engineer,2,4,3,8297,1,No,On-site,1,Yes,1
30,25–34,Male,Single,Product & Design,Product Analyst,2,2,3,12576,3,Yes,Hybrid,0,No,0
30,25–34,Female,Single,Sales & Marketing,Marketing Specialist,2,3,1,13760,2,No,Hybrid,1,No,0
44,35–44,Male,Single,Sales & Marketing,Account Manager,2,3,4,11837,1,No,On-site,0,No,0
38,35–44,Male,Single,Engineering,Senior Engineer,4,2,2,2702,5,No,Hybrid,1,Yes,1
24,Under 25,Non-binary,Married,People & HR,Recruiter,4,2,4,10676,8,No,Hybrid,2,No,0
45,45+,Male,Single,Sales & Marketing,Sales Executive,2,4,3,17063,2,No,Hybrid,2,No,0
37,35–44,Male,Single,Finance & Legal,Legal Counsel,1,4,4,5109,6,Yes,On-site,0,Yes,1
23,Under 25,Female,Single,Engineering,Senior Engineer,4,4,3,9113,2,No,On-site,0,Yes,1
26,25–34,Male,Single,Sales & Marketing,Sales Executive,1,4,3,10633,10,No,Hybrid,2,No,0
34,25–34,Male,Married,Sales & Marketing,Marketing Specialist,1,1,3,9457,5,No,On-site,0,No,0
28,25–34,Female,Married,Product & Design,Product Analyst,3,1,2,8203,0,No,Hybrid,0,No,0
45,45+,Female,Single,Engineering,Software Engineer,3,3,2,14576,0,Yes,Hybrid,2,No,0
28,25–34,Male,Married,Engineering,DevOps,3,4,2,6427,0,No,On-site,0,Yes,1
38,35–44,Male,Single,Finance & Legal,Legal Counsel,2,3,4,17181,1,No,Hybrid,1,No,0
22,Under 25,Non-binary,Single,Finance & Legal,Legal Counsel,4,4,4,18393,2,No,Remote,1,No,0
29,25–34,Female,Married,Sales & Marketing,Sales Executive,1,3,3,4623,4,No,Remote,0,No,0
39,35–44,Female,Single,Sales & Marketing,Account Manager,5,3,3,11201,1,No,On-site,0,No,0
25,25–34,Female,Single,Finance & Legal,Legal Counsel,3,3,4,7300,3,No,Remote,3,No,0
31,25–34,Female,Married,Engineering,Engineering Manager,4,1,3,14568,3,No,Hybrid,2,No,0
34,25–34,Male,Single,Engineering,Data Scientist,2,1,2,5094,1,No,Hybrid,2,Yes,1
29,25–34,Non-binary,Married,Engineering,Engineering Manager,3,4,3,11216,2,No,Hybrid,3,No,0
30,25–34,Female,Single,Product & Design,Product Manager,4,1,3,7219,5,No,Hybrid,2,No,0
27,25–34,Male,Single,Finance & Legal,Finance Manager,1,3,3,16365,12,No,Remote,1,No,0
24,Under 25,Female,Divorced,Product & Design,Product Manager,4,2,4,9904,4,No,Remote,0,No,0
27,25–34,Male,Divorced,People & HR,HR Specialist,1,2,3,9039,5,Yes,Hybrid,2,No,0
30,25–34,Male,Single,People & HR,Recruiter,3,1,2,12726,0,No,On-site,1,No,0
32,25–34,Male,Single,Engineering,Senior Engineer,2,4,2,6961,3,No,On-site,2,No,0
28,25–34,Male,Single,Product & Design,Product Analyst,5,3,2,10577,3,No,On-site,1,No,0
36,35–44,Male,Single,Engineering,Data Scientist,3,4,2,21741,0,No,On-site,2,No,0
47,45+,Male,Married,Sales & Marketing,Sales Executive,2,2,1,9523,1,No,Remote,1,No,0
30,25–34,Male,Married,Finance & Legal,Financial Analyst,3,2,3,2396,20,No,Remote,1,No,0
22,Under 25,Male,Married,Engineering,DevOps,1,4,4,9041,1,No,Hybrid,0,Yes,1
22,Under 25,Male,Single,Sales & Marketing,Account Manager,3,4,3,12026,3,Yes,Remote,0,No,0
39,35–44,Male,Single,Sales & Marketing,Account Manager,2,2,3,10569,0,Yes,Hybrid,0,Yes,1
40,35–44,Male,Divorced,Engineering,DevOps,3,3,3,13204,1,No,Hybrid,1,No,0
37,35–44,Male,Divorced,People & HR,HR Specialist,2,2,3,13118,0,No,Hybrid,3,No,0
32,25–34,Female,Married,Engineering,Engineering Manager,1,4,4,8860,2,No,Hybrid,2,No,0
30,25–34,Male,Married,Engineering,Senior Engineer,1,3,3,16029,3,No,Remote,0,No,0
30,25–34,Female,Single,Product & Design,Product Analyst,2,3,1,16033,2,No,Hybrid,1,No,0
49,45+,Female,Single,Product & Design,Product Manager,2,1,4,15583,7,No,On-site,0,No,0
24,Under 25,Non-binary,Married,People & HR,HR Specialist,3,4,2,11212,1,Yes,Hybrid,1,No,0
27,25–34,Male,Single,Product & Design,Product Manager,4,2,3,10725,0,No,Hybrid,1,No,0
35,35–44,Female,Single,Product & Design,UX Designer,2,2,2,10474,2,No,Hybrid,0,No,0
39,35–44,Male,Married,Engineering,Engineering Manager,2,3,4,10860,4,No,Hybrid,3,No,0
30,25–34,Female,Single,Finance & Legal,Financial Analyst,2,4,3,8567,10,No,On-site,1,No,0
27,25–34,Male,Single,Engineering,Data Scientist,2,4,3,2000,3,No,On-site,2,Yes,1
30,25–34,Male,Married,Product & Design,Product Manager,1,4,3,10925,0,Yes,Remote,3,No,0
23,Under 25,Male,Single,Sales & Marketing,Sales Executive,1,3,4,16222,2,No,Hybrid,2,No,0
37,35–44,Female,Married,Engineering,Senior Engineer,5,4,1,2000,1,No,Remote,2,No,0
29,25–34,Male,Single,Engineering,Software Engineer,2,2,3,15954,2,Yes,Remote,2,No,0
33,25–34,Non-binary,Single,Product & Design,Product Analyst,2,1,3,6564,6,Yes,Remote,2,Yes,1
28,25–34,Male,Single,Product & Design,Product Analyst,3,2,1,9813,1,No,Remote,0,Yes,1
34,25–34,Male,Single,Engineering,Senior Engineer,1,4,3,17955,0,No,Remote,0,Yes,1
27,25–34,Male,Single,People & HR,HR Manager,2,2,3,8918,5,Yes,Remote,2,No,0
29,25–34,Male,Married,Engineering,Data Scientist,3,3,3,3583,0,Yes,Hybrid,1,Yes,1
26,25–34,Non-binary,Single,Finance & Legal,Legal Counsel,2,4,2,2000,3,No,Hybrid,0,Yes,1
34,25–34,Male,Single,Finance & Legal,Financial Analyst,2,3,3,12936,6,No,Hybrid,3,No,0
39,35–44,Male,Married,Finance & Legal,Finance Manager,2,2,3,8034,4,No,Remote,0,Yes,1
32,25–34,Non-binary,Single,People & HR,Recruiter,1,4,2,14273,4,No,Remote,0,No,0
30,25–34,Non-binary,Single,Sales & Marketing,Account Manager,4,1,2,5783,0,No,Hybrid,2,No,0
26,25–34,Male,Married,People & HR,HR Manager,4,4,4,14887,8,No,On-site,3,No,0
22,Under 25,Male,Single,Engineering,Senior Engineer,2,3,1,15296,3,Yes,Remote,0,No,0
22,Under 25,Male,Married,Engineering,DevOps,2,2,1,10623,0,No,Remote,1,Yes,1
29,25–34,Non-binary,Single,Product & Design,Product Analyst,1,3,4,6571,1,No,Remote,1,No,0
27,25–34,Female,Single,Engineering,Senior Engineer,1,2,4,9820,0,No,Remote,0,No,0
22,Under 25,Female,Single,People & HR,HR Manager,3,2,3,3260,13,No,On-site,0,No,0
31,25–34,Male,Divorced,Engineering,Engineering Manager,4,4,1,16999,0,No,On-site,1,No,0
23,Under 25,Non-binary,Divorced,Finance & Legal,Legal Counsel,4,1,3,10192,1,No,On-site,1,Yes,1
39,35–44,Non-binary,Married,Product & Design,Product Analyst,2,3,3,16751,0,No,Remote,3,No,0
35,35–44,Male,Single,Finance & Legal,Finance Manager,1,3,2,7999,2,Yes,Remote,2,No,0
33,25–34,Male,Single,Sales & Marketing,Sales Executive,5,4,3,3035,13,No,Remote,1,Yes,1
22,Under 25,Female,Married,Finance & Legal,Legal Counsel,1,3,4,10564,4,No,On-site,0,No,0
28,25–34,Female,Single,Sales & Marketing,Marketing Specialist,1,3,4,17283,2,No,Hybrid,3,No,0
26,25–34,Male,Married,Sales & Marketing,Sales Executive,4,1,1,22882,0,No,On-site,1,No,0
30,25–34,Male,Married,Finance & Legal,Financial Analyst,1,3,2,2000,0,No,Hybrid,2,No,0
25,25–34,Non-binary,Married,Engineering,Senior Engineer,4,4,1,2000,6,Yes,Remote,3,No,0
22,Under 25,Male,Single,Engineering,Data Scientist,2,4,3,3052,0,No,Hybrid,1,No,0
22,Under 25,Female,Married,Finance & Legal,Financial Analyst,4,3,3,10704,7,Yes,Hybrid,0,No,0
30,25–34,Female,Married,Product & Design,Product Analyst,1,3,3,2000,3,Yes,On-site,3,No,0
22,Under 25,Male,Married,Engineering,Data Scientist,4,3,3,7480,0,No,Remote,0,No,0
38,35–44,Male,Single,Engineering,Software Engineer,2,3,4,13758,9,No,On-site,2,Yes,1
23,Under 25,Male,Single,Engineering,Data Scientist,2,2,4,7900,1,No,Remote,2,No,0
31,25–34,Male,Married,Engineering,Engineering Manager,2,4,3,13389,0,No,Hybrid,3,No,0
30,25–34,Male,Single,Finance & Legal,Financial Analyst,1,3,3,2000,0,No,Hybrid,2,No,0
33,25–34,Male,Married,Engineering,Data Scientist,4,2,3,2000,1,No,Remote,2,No,0
35,35–44,Male,Married,Product & Design,UX Designer,2,2,3,10109,0,Yes,On-site,1,No,0
22,Under 25,Female,Single,Engineering,Software Engineer,3,3,2,2893,0,No,Hybrid,0,No,0
36,35–44,Male,Married,Sales & Marketing,Marketing Specialist,2,2,1,15177,2,No,Remote,2,No,0
22,Under 25,Female,Single,Finance & Legal,Finance Manager,1,3,1,8240,1,No,Hybrid,0,Yes,1
34,25–34,Female,Divorced,Product & Design,UX Designer,3,3,2,9787,3,No,Hybrid,1,No,0
36,35–44,Male,Single,Sales & Marketing,Account Manager,4,1,1,10894,6,No,Remote,2,No,0
