Age,AgeGroup,Gender,MaritalStatus,Department,JobRole,JobLevel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,Education,MonthlyIncome,YearsAtCompany,NumCompaniesWorked,OverTime,DistanceFromHome,TrainingTimesLastYear,Attrition,AttritionBinary
38,35–44,Female,Single,Research & Development,Laboratory Technician,2,3,3,3,3,3,2948,14,5,No,2,0,No,0
42,35–44,Male,Married,Sales,Sales Executive,1,4,3,3,3,2,10490,2,3,Yes,7,3,No,0
31,25–34,Male,Married,Human Resources,Human Resources,2,4,2,3,4,3,5352,5,7,Yes,9,2,No,0
33,25–34,Male,Married,Human Resources,Human Resources,2,4,4,2,3,2,9538,0,0,Yes,1,5,No,0
28,25–34,Female,Divorced,Sales,Sales Representative,1,1,4,3,3,3,5332,1,5,Yes,2,6,No,0
36,35–44,Female,Single,Research & Development,Research Scientist,2,1,3,2,3,2,6260,10,1,No,5,0,No,0
29,25–34,Male,Divorced,Human Resources,Manager,1,3,3,2,3,3,8474,8,5,Yes,3,4,Yes,1
42,35–44,Male,Married,Sales,Sales Executive,2,2,1,3,3,1,7663,2,0,No,19,4,No,0
20,Under 25,Male,Married,Research & Development,Manager,1,2,1,3,3,3,1000,2,1,No,13,1,No,0
33,25–34,Male,Divorced,Human Resources,Human Resources,3,2,2,4,3,5,2015,4,8,Yes,8,2,No,0
39,35–44,Male,Divorced,Sales,Sales Executive,1,2,2,3,3,3,10217,0,5,No,3,2,Yes,1
38,35–44,Male,Married,Research & Development,Research Scientist,4,3,4,3,3,4,5971,1,7,No,10,3,No,0
60,45+,Male,Married,Sales,Sales Executive,2,3,4,3,3,4,4405,1,6,No,16,1,No,0
40,35–44,Female,Married,Human Resources,Human Resources,2,3,3,3,3,5,1065,1,8,Yes,8,6,No,0
27,25–34,Male,Married,Human Resources,Human Resources,2,3,3,2,3,4,2181,9,8,Yes,13,3,No,0
36,35–44,Male,Single,Human Resources,Human Resources,2,2,1,4,4,3,1000,1,3,No,12,1,No,0
21,Under 25,Male,Single,Research & Development,Laboratory Technician,1,2,4,3,4,4,6094,1,6,No,7,5,No,0
36,35–44,Female,Divorced,Research & Development,Research Scientist,3,1,2,3,3,1,4106,4,4,No,3,2,Yes,1
29,25–34,Male,Single,Research & Development,Healthcare Representative,4,2,1,3,3,3,2633,12,6,No,12,6,Yes,1
45,45+,Female,Single,Research & Development,Manager,4,4,3,2,3,5,6227,1,3,Yes,2,5,No,0
32,25–34,Male,Divorced,Research & Development,Laboratory Technician,3,4,4,3,3,4,7955,0,9,No,13,6,No,0
35,35–44,Female,Single,Sales,Sales Executive,2,3,4,1,3,5,14872,2,0,Yes,14,3,No,0
31,25–34,Female,Single,Research & Development,Manager,2,2,1,3,3,4,1000,8,3,Yes,15,1,No,0
52,45+,Male,Married,Sales,Sales Representative,3,3,4,2,3,4,11137,4,9,No,5,2,No,0
34,25–34,Female,Married,Sales,Manager,3,3,2,3,3,4,10392,10,2,Yes,1,2,No,0
53,45+,Male,Married,Sales,Sales Executive,2,3,1,4,3,4,3383,19,8,No,1,6,No,0
44,35–44,Male,Married,Research & Development,Research Scientist,4,3,4,3,3,3,7312,9,4,No,12,6,No,0
41,35–44,Male,Married,Research & Development,Healthcare Representative,2,3,4,3,3,4,4669,5,3,Yes,19,6,Yes,1
40,35–44,Male,Married,Research & Development,Research Scientist,2,3,3,3,3,4,7242,4,7,No,9,0,No,0
40,35–44,Female,Married,Sales,Sales Executive,5,4,3,3,3,4,12536,0,4,No,1,3,No,0
19,Under 25,Female,Married,Research & Development,Laboratory Technician,4,1,4,4,3,3,8922,24,2,No,24,0,No,0
34,25–34,Male,Divorced,Research & Development,Healthcare Representative,3,4,4,4,4,2,8534,2,1,Yes,29,6,No,0
44,35–44,Male,Married,Research & Development,Laboratory Technician,2,1,4,3,3,1,4778,0,7,No,5,6,No,0
36,35–44,Male,Married,Research & Development,Manager,1,1,3,3,4,4,1000,6,1,No,8,2,Yes,1
24,Under 25,Female,Single,Research & Development,Research Scientist,1,4,4,3,3,3,5666,2,7,No,13,3,No,0
36,35–44,Male,Married,Research & Development,Manager,3,4,4,2,4,2,11326,5,4,Yes,11,3,No,0
52,45+,Female,Single,Research & Development,Laboratory Technician,2,1,1,3,3,2,1000,5,7,No,29,5,No,0
48,45+,Male,Married,Sales,Sales Executive,2,3,4,3,3,4,2279,3,4,Yes,1,4,No,0
36,35–44,Male,Divorced,Sales,Sales Executive,2,1,3,3,3,4,7005,10,0,No,7,1,No,0
45,45+,Female,Married,Research & Development,Laboratory Technician,2,3,2,4,3,4,2561,1,1,Yes,10,4,No,0
33,25–34,Male,Single,Sales,Sales Representative,2,4,3,3,3,3,3329,3,5,No,19,4,No,0
21,Under 25,Male,Divorced,Research & Development,Laboratory Technician,4,4,1,1,3,3,4805,4,2,No,18,6,No,0
28,25–34,Male,Single,Research & Development,Laboratory Technician,1,3,3,3,3,2,1037,6,7,Yes,29,2,No,0
51,45+,Male,Married,Human Resources,Manager,3,2,4,2,3,1,2603,9,4,Yes,6,5,Yes,1
34,25–34,Female,Married,Research & Development,Research Scientist,2,3,2,3,3,4,9313,3,2,No,15,1,No,0
34,25–34,Male,Single,Human Resources,Manager,3,2,3,1,3,1,1270,6,9,No,5,6,Yes,1
34,25–34,Male,Divorced,Research & Development,Research Scientist,4,4,4,3,3,3,1000,0,6,No,4,6,No,0
54,45+,Male,Single,Research & Development,Research Scientist,2,4,3,4,3,3,3979,16,7,No,2,4,No,0
51,45+,Male,Divorced,Research & Development,Laboratory Technician,1,3,2,2,3,3,9427,2,3,Yes,15,4,Yes,1
56,45+,Female,Single,Research & Development,Laboratory Technician,1,2,3,3,3,4,5712,7,8,No,29,3,No,0
35,35–44,Female,Single,Research & Development,Healthcare Representative,1,2,3,3,4,1,4641,0,5,No,2,2,Yes,1
39,35–44,Female,Single,Research & Development,Research Scientist,3,1,3,4,3,4,6677,1,0,No,1,4,Yes,1
23,Under 25,Male,Single,Human Resources,Manager,1,4,4,3,3,1,1000,4,4,No,15,1,No,0
50,45+,Male,Married,Research & Development,Laboratory Technician,1,3,3,2,3,1,8478,12,4,No,8,0,No,0
26,25–34,Male,Married,Research & Development,Laboratory Technician,3,2,4,2,3,3,8033,4,6,No,28,6,Yes,1
38,35–44,Female,Divorced,Research & Development,Healthcare Representative,2,3,3,3,3,1,4862,15,6,Yes,2,0,Yes,1
27,25–34,Male,Single,Research & Development,Healthcare Representative,2,4,2,3,3,4,10523,3,5,No,1,2,No,0
31,25–34,Male,Married,Sales,Manager,2,1,3,3,3,3,1990,4,7,No,6,0,No,0
29,25–34,Female,Married,Sales,Sales Executive,3,4,4,1,4,1,11011,0,1,Yes,1,3,No,0
31,25–34,Male,Married,Research & Development,Manager,1,4,3,2,3,1,7117,9,6,No,2,3,No,0
32,25–34,Male,Married,Sales,Sales Representative,2,4,1,3,3,3,5153,1,9,No,1,1,No,0
32,25–34,Male,Married,Sales,Manager,3,3,1,2,3,4,6420,13,6,No,2,5,No,0
44,35–44,Male,Single,Sales,Sales Representative,2,2,2,3,3,3,6070,14,3,No,1,2,Yes,1
27,25–34,Male,Divorced,Sales,Manager,3,2,2,2,3,3,11381,17,9,No,27,2,No,0
38,35–44,Male,Married,Sales,Sales Representative,4,2,3,2,3,4,2193,4,1,Yes,2,6,Yes,1
47,45+,Male,Married,Human Resources,Human Resources,3,1,1,4,3,3,3449,6,3,No,5,0,No,0
32,25–34,Male,Single,Research & Development,Healthcare Representative,3,3,4,3,3,2,10645,9,3,No,20,4,No,0
30,25–34,Female,Single,Research & Development,Manager,3,3,2,3,3,3,4117,0,5,No,10,4,Yes,1
34,25–34,Male,Married,Research & Development,Manager,3,4,2,2,3,3,10102,5,6,No,8,5,No,0
47,45+,Female,Single,Sales,Sales Executive,3,1,3,3,4,4,13297,0,2,Yes,11,6,No,0
38,35–44,Male,Single,Human Resources,Manager,2,3,2,3,4,3,4892,4,9,No,15,4,No,0
32,25–34,Male,Divorced,Research & Development,Healthcare Representative,1,4,4,3,3,5,9225,1,0,No,18,5,No,0
41,35–44,Female,Married,Sales,Manager,2,4,1,3,3,2,1885,1,2,No,9,6,No,0
27,25–34,Male,Married,Research & Development,Research Scientist,1,4,3,3,3,5,9518,2,8,No,19,1,No,0
43,35–44,Male,Single,Research & Development,Healthcare Representative,2,4,4,3,3,3,7297,3,0,No,6,2,No,0
40,35–44,Female,Divorced,Human Resources,Manager,2,4,3,3,3,3,8392,5,7,No,2,0,No,0
34,25–34,Male,Single,Research & Development,Manager,4,2,2,3,3,1,3917,0,1,No,19,1,No,0
29,25–34,Male,Divorced,Research & Development,Healthcare Representative,4,3,3,2,3,3,1000,4,5,No,7,3,No,0
29,25–34,Male,Divorced,Sales,Sales Representative,3,1,4,3,4,4,8513,1,2,No,21,3,Yes,1
41,35–44,Female,Married,Human Resources,Manager,5,1,4,3,3,4,1000,5,6,No,1,3,Yes,1
48,45+,Female,Divorced,Sales,Sales Representative,5,2,4,3,3,1,5230,6,1,No,4,5,Yes,1
31,25–34,Male,Married,Human Resources,Human Resources,4,1,2,3,3,3,10264,4,3,No,26,5,No,0
41,35–44,Male,Single,Research & Development,Healthcare Representative,1,2,4,3,4,1,7267,8,9,Yes,2,6,No,0
18,Under 25,Male,Single,Research & Development,Healthcare Representative,2,1,1,4,3,5,14293,2,8,No,25,2,No,0
31,25–34,Male,Married,Research & Development,Research Scientist,2,1,1,3,4,4,10600,8,5,Yes,27,3,Yes,1
36,35–44,Male,Single,Sales,Manager,1,4,4,3,3,1,3884,3,3,No,19,5,No,0
28,25–34,Male,Married,Sales,Sales Representative,3,1,2,3,3,4,6609,3,1,No,7,6,No,0
28,25–34,Male,Single,Sales,Sales Representative,1,4,1,3,3,4,6310,6,9,No,9,5,No,0
30,25–34,Male,Divorced,Sales,Manager,2,1,2,3,3,3,1000,0,8,No,18,4,No,0
39,35–44,Female,Married,Research & Development,Research Scientist,1,4,3,2,3,4,2738,6,3,Yes,13,5,Yes,1
35,35–44,Male,Married,Research & Development,Research Scientist,2,4,4,3,3,3,4256,5,8,No,8,3,No,0
18,Under 25,Male,Divorced,Sales,Sales Representative,2,3,3,2,4,3,1000,2,1,No,29,1,Yes,1
18,Under 25,Male,Single,Human Resources,Manager,3,3,2,4,3,3,6689,0,6,No,10,3,Yes,1
31,25–34,Female,Married,Research & Development,Laboratory Technician,2,1,3,3,3,3,5503,0,4,Yes,29,6,Yes,1
41,35–44,Female,Married,Human Resources,Human Resources,2,4,4,4,3,3,1000,15,7,No,1,6,No,0
18,Under 25,Female,Single,Human Resources,Human Resources,3,4,4,3,3,2,8116,7,7,No,1,6,No,0
32,25–34,Male,Married,Sales,Sales Representative,3,4,2,3,3,4,9363,0,3,No,5,4,No,0
32,25–34,Female,Married,Research & Development,Research Scientist,2,3,4,3,3,3,7408,2,3,No,4,3,No,0
49,45+,Male,Married,Research & Development,Healthcare Representative,1,2,4,3,3,3,5203,5,7,No,13,0,No,0
33,25–34,Male,Married,Research & Development,Laboratory Technician,1,4,1,4,3,4,8865,10,2,No,1,4,No,0
40,35–44,Male,Married,Sales,Manager,3,2,1,2,3,3,9220,0,6,No,29,2,No,0
38,35–44,Female,Married,Research & Development,Healthcare Representative,2,3,1,3,3,3,7729,1,7,No,3,3,No,0
18,Under 25,Female,Single,Sales,Sales Executive,1,1,4,3,3,5,3201,13,7,Yes,5,5,Yes,1
43,35–44,Female,Married,Sales,Sales Representative,1,4,1,1,3,4,7606,0,9,No,2,1,Yes,1
38,35–44,Female,Divorced,Research & Development,Healthcare Representative,3,1,3,3,4,2,11281,1,3,No,7,3,No,0
41,35–44,Male,Divorced,Research & Development,Manager,2,2,1,3,3,3,4113,19,8,Yes,1,1,Yes,1
60,45+,Male,Divorced,Research & Development,Laboratory Technician,2,3,4,3,4,5,14891,5,9,Yes,1,6,No,0
18,Under 25,Male,Married,Sales,Manager,3,4,2,3,3,3,4397,1,3,No,12,6,Yes,1
52,45+,Female,Divorced,Research & Development,Healthcare Representative,1,3,4,3,3,3,6629,0,7,Yes,1,0,Yes,1
34,25–34,Male,Married,Sales,Manager,2,2,4,3,3,2,3810,0,5,No,2,2,No,0
39,35–44,Female,Married,Sales,Sales Executive,2,1,1,2,3,1,7393,1,4,Yes,14,5,No,0
36,35–44,Male,Single,Research & Development,Manager,2,4,3,3,3,4,1000,12,3,No,1,4,No,0
33,25–34,Male,Divorced,Human Resources,Manager,4,4,1,3,4,4,4315,3,4,Yes,5,4,Yes,1
31,25–34,Male,Married,Research & Development,Manager,2,4,4,3,3,5,2131,7,0,Yes,1,2,No,0
39,35–44,Male,Married,Research & Development,Manager,3,3,3,1,3,4,7041,15,6,No,3,0,No,0
23,Under 25,Female,Single,Research & Development,Research Scientist,1,4,1,2,3,2,10477,3,7,No,10,0,No,0
43,35–44,Male,Married,Research & Development,Manager,2,3,1,2,3,1,9084,1,8,Yes,1,6,No,0
33,25–34,Male,Married,Sales,Manager,1,3,2,3,3,5,1000,4,2,No,19,3,No,0
26,25–34,Male,Married,Research & Development,Healthcare Representative,3,3,4,3,4,3,14668,14,8,No,21,0,No,0
32,25–34,Male,Single,Research & Development,Healthcare Representative,2,3,4,2,3,3,7681,9,9,No,1,3,No,0
48,45+,Male,Married,Sales,Sales Representative,2,4,4,3,4,4,3394,0,4,No,29,1,No,0
32,25–34,Male,Single,Research & Development,Healthcare Representative,3,3,2,3,3,3,7128,7,9,No,3,2,No,0
40,35–44,Female,Married,Research & Development,Healthcare Representative,5,2,1,3,3,2,7204,5,5,No,1,1,No,0
30,25–34,Male,Single,Sales,Sales Executive,1,2,4,4,3,4,3832,14,0,No,1,1,No,0
43,35–44,Male,Married,Sales,Sales Executive,1,1,1,2,3,5,7291,0,8,Yes,4,1,No,0
43,35–44,Male,Single,Research & Development,Research Scientist,1,3,4,4,3,1,4070,4,8,No,8,1,No,0
53,45+,Male,Single,Sales,Manager,3,2,2,2,3,4,4882,12,5,No,3,4,No,0
35,35–44,Male,Single,Research & Development,Research Scientist,1,1,1,3,4,3,3754,3,7,No,16,0,No,0
43,35–44,Male,Divorced,Research & Development,Manager,2,3,4,3,3,3,1000,3,3,No,11,2,Yes,1
37,35–44,Male,Married,Research & Development,Manager,2,3,4,4,4,4,7083,0,4,No,3,2,No,0
48,45+,Female,Married,Research & Development,Healthcare Representative,2,4,4,3,3,5,8841,1,4,No,11,5,No,0
30,25–34,Male,Married,Research & Development,Laboratory Technician,1,3,1,3,3,2,8559,2,6,No,25,1,No,0
43,35–44,Female,Married,Research & Development,Healthcare Representative,2,4,1,3,3,2,9779,17,6,No,1,2,No,0
35,35–44,Female,Divorced,Research & Development,Laboratory Technician,1,4,3,3,3,1,7797,1,6,No,3,6,No,0
36,35–44,Male,Single,Research & Development,Laboratory Technician,1,4,3,2,3,3,4369,3,4,No,5,3,No,0
37,35–44,Male,Single,Sales,Sales Representative,2,3,4,3,3,1,9858,6,3,No,6,2,No,0
39,35–44,Male,Divorced,Research & Development,Healthcare Representative,3,2,1,3,3,3,1069,1,7,Yes,7,6,No,0
35,35–44,Male,Married,Research & Development,Laboratory Technician,1,4,4,3,3,1,2897,3,0,No,3,1,No,0
38,35–44,Female,Single,Research & Development,Manager,2,2,3,3,3,3,2643,8,0,No,9,2,No,0
51,45+,Female,Single,Research & Development,Healthcare Representative,1,2,4,3,3,1,10820,12,5,No,9,0,No,0
45,45+,Male,Single,Research & Development,Manager,3,3,3,4,3,4,10271,5,1,Yes,7,1,Yes,1
44,35–44,Male,Divorced,Research & Development,Research Scientist,3,1,3,3,3,2,8449,6,2,No,1,4,No,0
32,25–34,Male,Single,Research & Development,Manager,3,4,4,4,3,3,10787,0,3,No,5,6,No,0
28,25–34,Male,Divorced,Research & Development,Manager,2,3,3,2,4,4,2982,17,1,No,3,0,No,0
45,45+,Female,Divorced,Research & Development,Laboratory Technician,2,3,4,3,3,4,7894,0,9,No,6,2,Yes,1
44,35–44,Male,Married,Research & Development,Manager,3,3,4,3,3,2,5999,8,6,No,22,4,No,0
50,45+,Male,Single,Research & Development,Healthcare Representative,1,3,3,3,3,1,9887,1,9,Yes,5,5,No,0
31,25–34,Female,Single,Sales,Sales Representative,2,1,3,3,3,4,6039,16,0,Yes,1,0,Yes,1
34,25–34,Male,Married,Research & Development,Research Scientist,3,3,1,3,3,3,4960,7,2,No,5,5,No,0
22,Under 25,Male,Married,Research & Development,Healthcare Representative,2,4,1,3,3,4,8663,8,1,No,15,3,No,0
33,25–34,Male,Married,Sales,Sales Executive,2,3,2,3,3,3,10004,1,8,Yes,13,0,No,0
45,45+,Male,Married,Research & Development,Manager,3,4,1,2,3,3,3826,3,7,Yes,6,4,No,0
32,25–34,Female,Divorced,Sales,Sales Executive,1,2,2,3,3,3,6255,5,2,Yes,2,5,No,0
42,35–44,Female,Married,Research & Development,Healthcare Representative,2,2,2,3,3,4,2266,8,4,No,5,3,No,0
35,35–44,Male,Married,Research & Development,Healthcare Representative,2,1,2,2,4,4,1000,0,2,Yes,7,5,No,0
39,35–44,Female,Divorced,Sales,Manager,1,2,3,3,3,1,7301,19,5,No,29,2,No,0
26,25–34,Male,Single,Research & Development,Research Scientist,1,4,1,3,3,3,8935,13,4,No,9,1,No,0
37,35–44,Female,Single,Research & Development,Healthcare Representative,2,4,1,3,3,1,7548,1,1,Yes,10,5,Yes,1
18,Under 25,Female,Single,Research & Development,Laboratory Technician,1,2,3,2,3,3,1000,10,9,No,6,2,No,0
35,35–44,Male,Single,Sales,Sales Representative,2,3,3,1,4,4,5096,4,7,Yes,3,1,No,0
22,Under 25,Female,Married,Sales,Sales Representative,2,4,3,3,3,3,1000,3,5,No,15,1,No,0
47,45+,Male,Married,Research & Development,Laboratory Technician,1,2,3,2,3,4,11978,2,2,Yes,6,4,Yes,1
43,35–44,Male,Married,Human Resources,Human Resources,2,1,4,3,3,3,2155,5,0,No,29,6,No,0
41,35–44,Female,Divorced,Research & Development,Healthcare Representative,1,4,3,2,3,4,11521,7,4,No,5,3,No,0
50,45+,Female,Single,Sales,Sales Executive,2,3,3,3,3,4,10283,3,1,Yes,1,6,No,0
28,25–34,Female,Married,Research & Development,Healthcare Representative,1,4,4,2,4,1,2897,5,1,Yes,10,3,No,0
52,45+,Female,Single,Research & Development,Manager,3,2,4,3,3,2,1968,7,8,No,1,0,No,0
45,45+,Male,Single,Research & Development,Laboratory Technician,2,4,3,3,3,3,7901,7,9,Yes,2,2,No,0
34,25–34,Male,Married,Sales,Manager,2,2,3,2,3,2,3122,0,6,No,3,4,Yes,1
47,45+,Female,Divorced,Research & Development,Healthcare Representative,3,2,1,3,3,3,6909,11,5,No,12,5,No,0
27,25–34,Male,Married,Research & Development,Research Scientist,2,3,3,4,3,3,4568,3,0,No,6,2,No,0
29,25–34,Female,Single,Human Resources,Human Resources,2,2,4,3,3,5,1000,1,9,No,1,5,No,0
31,25–34,Male,Married,Research & Development,Research Scientist,4,1,3,3,3,3,1000,1,1,No,8,6,No,0
32,25–34,Female,Single,Research & Development,Manager,1,2,4,2,3,4,7406,3,6,No,4,5,No,0
27,25–34,Male,Single,Human Resources,Human Resources,5,1,3,2,3,5,4253,13,2,No,22,6,No,0
48,45+,Female,Married,Sales,Sales Executive,4,4,4,4,3,4,4287,2,1,Yes,6,6,No,0
34,25–34,Male,Single,Human Resources,Manager,2,3,3,3,3,2,9283,8,5,Yes,11,5,Yes,1
40,35–44,Female,Married,Research & Development,Research Scientist,4,1,1,3,3,3,11193,0,7,No,2,0,Yes,1
31,25–34,Male,Married,Sales,Sales Representative,3,1,3,3,3,3,5409,3,7,No,12,6,No,0
20,Under 25,Male,Married,Research & Development,Healthcare Representative,4,1,2,3,3,3,5137,28,1,No,11,0,No,0
39,35–44,Female,Single,Research & Development,Healthcare Representative,3,3,1,1,4,3,8500,8,5,Yes,21,4,No,0
19,Under 25,Female,Divorced,Sales,Sales Representative,3,1,4,3,4,4,1072,1,4,No,1,0,Yes,1
36,35–44,Female,Married,Research & Development,Laboratory Technician,1,4,2,3,4,3,7392,4,6,Yes,5,4,No,0
24,Under 25,Male,Married,Research & Development,Manager,2,1,4,3,4,3,8707,1,3,Yes,10,0,No,0
54,45+,Male,Married,Research & Development,Manager,1,2,2,4,3,5,9220,3,1,No,1,3,No,0
45,45+,Male,Married,Sales,Manager,2,4,2,3,4,1,1000,9,9,Yes,4,4,Yes,1
37,35–44,Male,Married,Research & Development,Healthcare Representative,5,4,4,3,4,3,3454,8,2,No,25,3,No,0
48,45+,Female,Married,Human Resources,Human Resources,1,1,2,3,3,4,2986,1,8,No,5,6,Yes,1
29,25–34,Male,Single,Human Resources,Human Resources,3,4,3,3,3,2,6899,15,9,No,29,3,No,0
41,35–44,Male,Married,Research & Development,Research Scientist,1,3,3,3,3,3,8422,5,7,No,1,4,No,0
38,35–44,Male,Divorced,Sales,Manager,1,4,3,2,3,2,12486,2,8,Yes,11,2,No,0
39,35–44,Male,Married,Research & Development,Research Scientist,2,3,4,2,3,4,4520,4,4,Yes,7,6,No,0
48,45+,Male,Single,Sales,Sales Executive,1,3,3,3,3,3,4509,5,4,No,6,6,No,0
43,35–44,Male,Married,Sales,Sales Representative,5,4,3,3,3,3,11098,4,6,No,29,1,No,0
39,35–44,Male,Divorced,Research & Development,Laboratory Technician,1,2,4,3,3,3,7686,3,6,No,1,0,No,0
22,Under 25,Male,Married,Research & Development,Laboratory Technician,1,3,1,4,3,2,11570,4,0,Yes,20,5,No,0
28,25–34,Female,Single,Research & Development,Laboratory Technician,1,3,3,3,4,2,7654,1,4,No,10,0,No,0
35,35–44,Male,Divorced,Research & Development,Research Scientist,2,1,4,3,3,3,1871,10,7,No,2,5,No,0
37,35–44,Male,Single,Research & Development,Manager,1,1,3,3,4,3,1167,4,6,No,20,2,No,0
26,25–34,Female,Married,Sales,Sales Executive,2,1,4,3,3,3,1000,0,1,No,5,1,Yes,1
58,45+,Female,Married,Human Resources,Manager,2,3,3,2,3,3,9148,8,7,Yes,15,2,No,0
50,45+,Female,Divorced,Research & Development,Research Scientist,1,3,4,1,3,3,11254,16,1,Yes,4,1,Yes,1
42,35–44,Female,Divorced,Research & Development,Research Scientist,1,3,4,3,3,3,13897,17,9,No,17,4,No,0
37,35–44,Male,Divorced,Sales,Sales Representative,3,1,2,4,3,2,9872,2,0,No,9,4,No,0
35,35–44,Female,Single,Research & Development,Laboratory Technician,2,3,1,2,3,2,11151,0,2,Yes,1,5,No,0
28,25–34,Male,Divorced,Research & Development,Laboratory Technician,2,4,3,2,3,4,4179,4,2,No,9,3,No,0
37,35–44,Male,Single,Sales,Manager,3,3,4,4,3,4,1874,0,5,Yes,1,3,Yes,1
39,35–44,Female,Single,Sales,Sales Executive,3,3,2,1,3,2,9900,16,2,Yes,4,5,No,0
25,25–34,Male,Married,Research & Development,Manager,3,4,1,3,3,3,8170,1,6,No,1,4,No,0
40,35–44,Female,Married,Research & Development,Laboratory Technician,3,4,2,3,3,3,6929,1,7,Yes,1,5,Yes,1
35,35–44,Female,Married,Sales,Manager,1,3,4,1,3,3,8049,3,2,No,2,3,No,0
19,Under 25,Male,Married,Human Resources,Manager,1,4,4,4,3,3,7792,2,8,No,6,5,No,0
29,25–34,Female,Divorced,Sales,Sales Executive,2,3,3,2,4,1,11635,9,0,Yes,5,4,Yes,1
33,25–34,Male,Single,Research & Development,Research Scientist,4,4,2,3,3,4,11679,3,2,Yes,6,2,No,0
53,45+,Male,Single,Human Resources,Manager,1,2,2,2,4,1,8676,1,2,No,2,0,Yes,1
42,35–44,Female,Divorced,Research & Development,Laboratory Technician,2,2,1,2,3,3,9883,1,6,Yes,10,4,No,0
24,Under 25,Male,Single,Research & Development,Laboratory Technician,3,1,1,1,3,4,8556,4,4,No,10,5,No,0
41,35–44,Female,Married,Research & Development,Manager,2,4,4,2,3,3,4655,0,3,No,3,4,No,0
23,Under 25,Male,Married,Sales,Sales Representative,1,3,4,2,3,2,9526,5,1,No,19,4,No,0
46,45+,Male,Married,Human Resources,Manager,2,2,1,3,3,5,1000,5,6,No,9,3,No,0
32,25–34,Female,Married,Research & Development,Healthcare Representative,1,2,1,3,3,4,10715,7,2,Yes,11,5,No,0
36,35–44,Male,Single,Research & Development,Research Scientist,2,4,2,3,3,4,1721,16,6,Yes,2,3,No,0
48,45+,Male,Divorced,Sales,Sales Representative,1,4,3,3,3,3,7643,14,9,Yes,1,5,No,0
25,25–34,Male,Single,Sales,Sales Representative,3,3,2,4,4,2,3119,17,6,No,18,3,No,0
24,Under 25,Female,Married,Sales,Sales Executive,4,3,2,4,3,5,8713,1,1,No,15,3,No,0
31,25–34,Male,Single,Research & Development,Research Scientist,3,3,2,3,4,3,6364,0,6,Yes,1,2,No,0
46,45+,Female,Married,Research & Development,Manager,3,3,4,4,3,4,1000,2,5,Yes,4,4,Yes,1
23,Under 25,Male,Married,Research & Development,Healthcare Representative,2,4,4,3,3,3,8182,13,9,No,9,2,No,0
18,Under 25,Female,Divorced,Research & Development,Laboratory Technician,1,1,3,3,3,3,4188,21,3,No,9,3,Yes,1
32,25–34,Female,Married,Human Resources,Human Resources,1,3,2,3,3,5,10024,11,4,No,17,2,No,0
41,35–44,Male,Married,Sales,Manager,2,2,4,3,4,3,6505,0,7,No,1,6,No,0
47,45+,Male,Divorced,Research & Development,Manager,3,3,4,3,3,2,8081,17,4,No,5,6,Yes,1
32,25–34,Female,Married,Research & Development,Laboratory Technician,5,3,1,3,3,2,2669,3,2,No,1,4,No,0
33,25–34,Female,Married,Research & Development,Laboratory Technician,2,3,2,4,4,3,4142,0,1,No,4,4,No,0
47,45+,Male,Married,Research & Development,Manager,2,1,3,3,3,1,4665,3,5,No,1,3,No,0
20,Under 25,Female,Married,Research & Development,Research Scientist,2,3,1,3,3,3,9926,0,5,No,20,4,No,0
33,25–34,Female,Divorced,Research & Development,Manager,2,2,3,3,3,3,13209,4,6,Yes,6,2,No,0
38,35–44,Female,Single,Sales,Sales Representative,3,1,3,2,3,4,3279,2,7,Yes,17,1,Yes,1
41,35–44,Female,Married,Sales,Sales Executive,3,1,3,2,3,3,10807,3,3,No,1,4,No,0
32,25–34,Male,Married,Human Resources,Human Resources,3,4,2,3,3,5,1000,5,7,No,2,2,Yes,1
37,35–44,Female,Divorced,Research & Development,Healthcare Representative,3,3,3,3,3,2,1723,12,0,No,2,6,Yes,1
18,Under 25,Male,Divorced,Research & Development,Manager,2,3,4,1,3,3,2664,6,5,Yes,4,6,No,0
31,25–34,Male,Married,Research & Development,Laboratory Technician,4,4,2,3,3,1,1089,3,5,No,14,2,No,0
41,35–44,Male,Married,Sales,Manager,3,3,3,3,4,4,1000,10,2,No,4,6,No,0
28,25–34,Male,Married,Sales,Manager,2,3,1,3,3,5,8151,14,8,Yes,2,2,Yes,1
37,35–44,Male,Married,Research & Development,Manager,2,2,1,2,3,4,5643,0,4,No,1,4,Yes,1
41,35–44,Male,Divorced,Research & Development,Research Scientist,3,2,3,2,3,3,8017,4,0,No,1,1,Yes,1
33,25–34,Male,Divorced,Sales,Sales Executive,2,3,1,4,3,3,9261,2,6,No,12,3,No,0
38,35–44,Female,Divorced,Research & Development,Healthcare Representative,2,3,1,3,3,4,7562,0,9,No,5,3,No,0
28,25–34,Male,Single,Sales,Sales Representative,2,4,1,4,3,4,9131,6,2,No,11,4,No,0
35,35–44,Male,Divorced,Research & Development,Laboratory Technician,3,4,3,4,3,5,6221,11,9,No,10,4,No,0
42,35–44,Male,Divorced,Sales,Manager,2,1,4,3,4,3,1752,1,9,No,1,6,No,0
38,35–44,Male,Married,Research & Development,Healthcare Representative,2,1,2,3,3,5,10731,10,3,No,1,0,No,0
